timestamp_unix,timestamp_iso,phase,step_label,elapsed_in_phase_s,event,total_W,soc_C,cpu_clock_MHz,throttled_flags,0V8_AON_V,0V8_AON_A,0V8_AON_W,0V8_SW_V,0V8_SW_A,0V8_SW_W,1V1_SYS_V,1V1_SYS_A,1V1_SYS_W,1V8_SYS_V,1V8_SYS_A,1V8_SYS_W,3V3_ADC_V,3V3_ADC_A,3V3_ADC_W,3V3_DAC_V,3V3_DAC_A,3V3_DAC_W,3V3_SYS_V,3V3_SYS_A,3V3_SYS_W,3V7_WL_SW_V,3V7_WL_SW_A,3V7_WL_SW_W,BATT_V,BATT_A,BATT_W,DDR_VDD2_V,DDR_VDD2_A,DDR_VDD2_W,DDR_VDDQ_V,DDR_VDDQ_A,DDR_VDDQ_W,EXT5V_V,EXT5V_A,EXT5V_W,HDMI_V,HDMI_A,HDMI_W,VDD_CORE_V,VDD_CORE_A,VDD_CORE_W
1778782681.107,2026-05-14T20:18:01.106,inference,fp32,4.658,,5.2946,56.00,2400.0,0,0.8003,0.002320,0.0019,0.7993,0.388420,0.3105,1.1073,0.248862,0.2756,1.8041,0.301562,0.5441,3.3132,0.000000,0.0000,3.3150,0.000000,0.0000,3.3063,0.163956,0.5421,3.7258,0.000000,0.0000,0.0000,,,1.1282,0.180547,0.2037,0.6026,0.022059,0.0133,5.1242,,,5.1456,0.011477,0.0591,0.8730,3.830970,3.3445
1778782681.363,2026-05-14T20:18:01.363,inference,fp32,4.915,,4.6744,57.10,2400.0,0,0.7994,0.002381,0.0019,0.8000,0.436241,0.3490,1.1044,0.248862,0.2748,1.8159,0.295707,0.5370,3.3123,0.000000,0.0000,3.3150,0.000000,0.0000,3.3407,0.163956,0.5477,3.7267,0.002928,0.0109,0.0000,,,1.1040,0.402083,0.4439,0.6044,0.035294,0.0213,5.1322,,,5.1362,0.011233,0.0577,0.8722,2.786160,2.4301
1778782681.616,2026-05-14T20:18:01.616,inference,fp32,5.168,,4.5530,56.50,2400.0,0,0.7991,0.002259,0.0018,0.7993,0.405011,0.3237,1.1048,0.246910,0.2728,1.8056,0.274236,0.4952,3.3141,0.000000,0.0000,3.3150,0.000000,0.0000,3.3137,0.175667,0.5821,3.7202,0.000000,0.0000,0.0000,,,1.1253,0.159077,0.1790,0.6004,0.005882,0.0035,5.0304,,,5.1402,0.011233,0.0577,0.8711,3.027270,2.6372
1778782681.867,2026-05-14T20:18:01.867,inference,fp32,5.419,,5.0102,56.50,2400.0,0,0.7997,0.002381,0.0019,0.8000,0.403059,0.3224,1.1062,0.247886,0.2742,1.8071,0.281068,0.5079,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3100,0.162004,0.5362,3.7202,0.000000,0.0000,0.0000,,,1.1015,0.163956,0.1806,0.6037,0.034314,0.0207,5.1255,,,5.0933,0.011844,0.0603,0.8717,3.563070,3.1058
1778782682.112,2026-05-14T20:18:02.111,inference,fp32,5.664,,5.8588,56.00,2400.0,0,0.8003,0.002381,0.0019,0.8015,0.429409,0.3442,1.1073,0.249838,0.2767,1.8066,0.304490,0.5501,3.3150,0.000122,0.0004,3.3141,0.000000,0.0000,3.3555,0.165908,0.5567,3.7267,0.004880,0.0182,0.0000,,,1.1055,0.420626,0.4650,0.6004,0.019118,0.0115,5.0103,,,5.0344,0.010867,0.0547,0.8733,4.098870,3.5795
1778782682.360,2026-05-14T20:18:02.359,inference,fp32,5.911,,6.6040,56.50,2400.0,0,0.8000,0.002442,0.0020,0.8007,0.348407,0.2790,1.1044,0.244958,0.2705,1.8051,0.285948,0.5162,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3026,0.174691,0.5769,3.7267,0.001952,0.0073,0.0000,,,1.1073,0.383541,0.4247,0.6004,0.019608,0.0118,5.0759,,,5.1510,0.011477,0.0591,0.8725,5.107960,4.4566
1778782682.612,2026-05-14T20:18:02.612,inference,fp32,6.164,,5.2374,57.10,2400.0,0,0.7997,0.002381,0.0019,0.7996,0.423554,0.3387,1.1062,0.246910,0.2731,1.8159,0.265453,0.4820,3.3132,0.000000,0.0000,3.3123,0.000000,0.0000,3.3119,0.164932,0.5462,3.7267,0.000976,0.0036,0.0000,,,1.1136,0.151269,0.1684,0.5974,0.003431,0.0021,5.1108,,,5.1242,0.011233,0.0576,0.8679,3.875620,3.3637
1778782682.861,2026-05-14T20:18:02.860,inference,fp32,6.412,,5.0595,56.50,2400.0,0,0.7994,0.002198,0.0018,0.8004,0.432337,0.3460,1.1048,0.247886,0.2739,1.8002,0.268381,0.4832,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3258,0.167860,0.5583,3.7267,0.000000,0.0000,0.0000,,,1.1081,0.352311,0.3904,0.6007,0.015686,0.0094,5.1201,,,5.0866,0.011844,0.0602,0.8722,3.366610,2.9364
1778782683.123,2026-05-14T20:18:03.123,inference,fp32,6.675,,7.9158,56.50,2400.0,0,0.7997,0.002442,0.0020,0.8011,0.366950,0.2940,1.1073,0.247886,0.2745,1.8002,0.274236,0.4937,3.3132,0.000061,0.0002,3.3150,0.000000,0.0000,3.3072,0.163956,0.5422,3.7202,0.000000,0.0000,0.0000,,,1.1077,0.178595,0.1978,0.6018,0.009804,0.0059,5.0170,,,5.1335,0.011966,0.0614,0.8722,6.929680,6.0441
1778782683.378,2026-05-14T20:18:03.377,inference,fp32,6.929,,5.1043,54.30,2400.0,0,0.8000,0.002381,0.0019,0.8004,0.324985,0.2601,1.1055,0.245934,0.2719,1.8007,0.269357,0.4850,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3574,0.175667,0.5898,3.7183,0.000000,0.0000,0.0000,,,1.1077,0.163956,0.1816,0.6007,0.003431,0.0021,5.0170,,,5.1121,0.010989,0.0562,0.8722,3.732740,3.2557
1778782683.627,2026-05-14T20:18:03.626,inference,fp32,7.178,,5.3013,56.50,2400.0,0,0.8009,0.002320,0.0019,0.8000,0.410867,0.3287,1.1044,0.249838,0.2759,1.8061,0.292779,0.5288,3.3141,0.000000,0.0000,3.3132,0.000000,0.0000,3.3091,0.166884,0.5522,3.7183,0.000000,0.0000,0.0000,,,1.1081,0.415746,0.4607,0.6037,0.039706,0.0240,5.1041,,,5.1175,0.011233,0.0575,0.8730,3.518420,3.0716
1778782683.879,2026-05-14T20:18:03.879,inference,fp32,7.431,,5.4655,56.00,2400.0,0,0.7994,0.002503,0.0020,0.8018,0.311322,0.2496,1.1066,0.247886,0.2743,1.8212,0.260573,0.4746,3.3123,0.000000,0.0000,3.3150,0.000000,0.0000,3.3063,0.164932,0.5453,3.7415,0.000000,0.0000,0.0000,,,1.1055,0.197138,0.2179,0.6037,0.020098,0.0121,5.1175,,,5.0263,0.011722,0.0589,0.8725,4.161380,3.6307
1778782684.127,2026-05-14T20:18:04.127,inference,fp32,7.679,,5.5279,56.50,2400.0,0,0.7997,0.002381,0.0019,0.8004,0.316201,0.2531,1.1059,0.247886,0.2741,1.8066,0.280092,0.5060,3.3141,0.000000,0.0000,3.3150,0.000000,0.0000,3.3137,0.166884,0.5530,3.7341,0.001952,0.0073,0.0000,,,1.1029,0.294731,0.3251,0.6022,0.013235,0.0080,5.0987,,,5.1054,0.011722,0.0598,0.8711,4.063150,3.5396
1778782684.384,2026-05-14T20:18:04.384,inference,fp32,7.936,,5.0427,56.50,2400.0,0,0.7994,0.002381,0.0019,0.8015,0.350359,0.2808,1.1037,0.247886,0.2736,1.8090,0.292779,0.5296,3.3104,0.000000,0.0000,3.3150,0.000000,0.0000,3.3119,0.159077,0.5268,3.7267,0.000000,0.0000,0.0000,,,1.1007,0.163956,0.1805,0.6004,0.026471,0.0159,5.0974,,,5.0263,0.011477,0.0577,0.8717,3.643440,3.1759
1778782684.637,2026-05-14T20:18:04.637,inference,fp32,8.189,,5.1229,56.50,2400.0,0,0.7997,0.002442,0.0020,0.8029,0.388420,0.3119,1.1048,0.248862,0.2749,1.8066,0.269357,0.4866,3.3141,0.000000,0.0000,3.3159,0.000000,0.0000,3.3091,0.162980,0.5393,3.7397,0.000000,0.0000,0.0000,,,1.1081,0.151269,0.1676,0.6033,0.005882,0.0035,5.1014,,,5.1121,0.011722,0.0599,0.8717,3.759530,3.2771
1778782684.892,2026-05-14T20:18:04.892,inference,fp32,8.444,,4.6136,55.40,2400.0,0,0.8006,0.002381,0.0019,0.8015,0.313273,0.2511,1.1077,0.246910,0.2735,1.8002,0.263501,0.4744,3.3123,0.000000,0.0000,3.3150,0.000000,0.0000,3.3091,0.162980,0.5393,3.7415,0.002928,0.0110,0.0000,,,1.1044,0.213729,0.2360,0.5989,0.003922,0.0023,5.0237,,,5.1067,0.011722,0.0599,0.8719,3.170150,2.7642
1778782685.136,2026-05-14T20:18:05.135,inference,fp32,8.687,,4.7033,56.50,2400.0,0,0.7997,0.002259,0.0018,0.7993,0.475278,0.3799,1.1062,0.275212,0.3044,1.8002,0.285948,0.5148,3.3141,0.000000,0.0000,3.3141,0.000000,0.0000,3.3110,0.165908,0.5493,3.7415,0.001952,0.0073,0.0000,,,1.1059,0.314250,0.3475,0.6011,0.010784,0.0065,5.1268,,,5.0384,0.011844,0.0597,0.8725,2.902250,2.5321
1778782685.388,2026-05-14T20:18:05.387,inference,fp32,8.940,,5.2722,57.10,2400.0,0,0.8006,0.002442,0.0020,0.7989,0.412818,0.3298,1.1077,0.249838,0.2767,1.8208,0.295707,0.5384,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3082,0.174691,0.5779,3.7415,0.000000,0.0000,0.0000,,,1.1044,0.408915,0.4516,0.6026,0.025490,0.0154,5.0210,,,5.1416,0.011233,0.0578,0.8746,3.455910,3.0226
1778782685.638,2026-05-14T20:18:05.637,inference,fp32,9.189,,6.5149,56.50,2400.0,0,0.8003,0.002259,0.0018,0.8004,0.379637,0.3038,1.1051,0.247886,0.2739,1.8032,0.291803,0.5262,3.3141,0.000000,0.0000,3.3141,0.000000,0.0000,3.3072,0.162004,0.5358,3.7415,0.000000,0.0000,0.0000,,,1.1051,0.319129,0.3527,0.6037,0.021079,0.0127,5.0250,,,5.1456,0.011233,0.0578,0.8727,5.099030,4.4502
1778782685.894,2026-05-14T20:18:05.893,inference,fp32,9.445,,5.7810,57.10,2400.0,0,0.7991,0.002381,0.0019,0.8004,0.417698,0.3343,1.1048,0.277164,0.3062,1.8002,0.302538,0.5446,3.3123,0.000000,0.0000,3.3150,0.000000,0.0000,3.3314,0.162980,0.5429,3.7415,0.000976,0.0037,0.0000,,,1.1040,0.430385,0.4752,0.6029,0.015686,0.0095,5.1215,,,5.0263,0.011111,0.0558,0.8746,4.009570,3.5069
1778782686.144,2026-05-14T20:18:06.144,inference,fp32,9.696,,5.0156,58.20,2400.0,0,0.7991,0.002381,0.0019,0.8004,0.405011,0.3242,1.1073,0.246910,0.2734,1.8139,0.291803,0.5293,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3267,0.165908,0.5519,3.7276,0.000000,0.0000,0.0000,,,1.1081,0.345479,0.3828,0.5996,0.028432,0.0170,5.1670,,,5.1335,0.011355,0.0583,0.8730,3.295170,2.8767
1778782686.399,2026-05-14T20:18:06.398,inference,fp32,9.951,,3.3824,56.50,2400.0,0,0.7994,0.002381,0.0019,0.8029,0.411843,0.3307,1.1077,0.247886,0.2746,1.8056,0.287899,0.5198,3.3141,0.000000,0.0000,3.3168,0.000000,0.0000,3.3072,0.165908,0.5487,3.7406,0.000976,0.0037,0.0000,,,1.1051,0.197138,0.2179,0.6004,0.012255,0.0074,5.0920,,,5.0049,0.011600,0.0581,0.8736,1.625260,1.4197
1778782686.652,2026-05-14T20:18:06.652,inference,fp32,10.204,,5.0693,56.50,2400.0,0,0.7994,0.002320,0.0019,0.8007,0.358166,0.2868,1.1070,0.248862,0.2755,1.8139,0.292779,0.5311,3.3150,0.000000,0.0000,3.3150,0.000000,0.0000,3.3100,0.166884,0.5524,3.7258,0.000976,0.0036,0.0000,,,1.1051,0.291803,0.3225,0.6044,0.005882,0.0036,5.0237,,,5.1148,0.011966,0.0612,0.8725,3.473770,3.0308
1778782686.908,2026-05-14T20:18:06.908,inference,fp32,10.460,,9.0205,57.60,2400.0,0,0.7997,0.002686,0.0021,0.7989,0.339624,0.2713,1.1048,0.244958,0.2706,1.8027,0.272284,0.4908,3.3141,0.000061,0.0002,3.3132,0.000000,0.0000,3.3332,0.176643,0.5888,3.7285,0.000976,0.0036,0.0000,,,1.1051,0.154197,0.1704,0.6004,0.006863,0.0041,5.1175,,,5.1563,0.011722,0.0604,0.8722,8.206670,7.1579
1778782687.171,2026-05-14T20:18:07.171,inference,fp32,10.723,,5.2391,56.50,2400.0,0,0.7994,0.002259,0.0018,0.7982,0.344503,0.2750,1.1048,0.249838,0.2760,1.8168,0.263501,0.4787,3.3123,0.000000,0.0000,3.3123,0.000000,0.0000,3.3026,0.165908,0.5479,3.7267,0.002928,0.0109,0.0000,,,1.1007,0.164932,0.1815,0.6004,0.018628,0.0112,5.1349,,,5.1402,0.011477,0.0590,0.8725,3.893480,3.3970
1778782687.419,2026-05-14T20:18:07.418,inference,fp32,10.971,,5.5588,56.50,2400.0,0,0.8003,0.002320,0.0019,0.8022,0.433313,0.3476,1.1044,0.248862,0.2748,1.8168,0.295707,0.5373,3.3150,0.000000,0.0000,3.3150,0.000000,0.0000,3.3277,0.159077,0.5294,3.7415,0.006832,0.0256,0.0000,,,1.1136,0.414770,0.4619,0.6037,0.035294,0.0213,5.1215,,,5.0317,0.010867,0.0547,0.8727,3.786320,3.3045
1778782687.670,2026-05-14T20:18:07.669,inference,fp32,11.221,,9.0065,57.10,2400.0,0,0.7997,0.002442,0.0020,0.8015,0.337672,0.2706,1.1081,0.246910,0.2736,1.8061,0.270333,0.4882,3.3150,0.000000,0.0000,3.3141,0.000000,0.0000,3.3258,0.160052,0.5323,3.7202,0.000000,0.0000,0.0000,,,1.1015,0.320105,0.3526,0.6037,0.009804,0.0059,5.1483,,,5.1603,0.010379,0.0536,0.8725,8.054859,7.0277
1778782687.917,2026-05-14T20:18:07.916,inference,fp32,11.469,,5.0773,57.10,2400.0,0,0.7997,0.002320,0.0019,0.8015,0.411843,0.3301,1.1070,0.245934,0.2722,1.8061,0.277164,0.5006,3.3123,0.000000,0.0000,3.3141,0.000000,0.0000,3.3193,0.162004,0.5377,3.7267,0.000000,0.0000,0.0000,,,1.1253,0.185427,0.2087,0.5989,0.009314,0.0056,5.1228,,,5.0143,0.011233,0.0563,0.8727,3.625580,3.1642
1778782688.176,2026-05-14T20:18:08.176,inference,fp32,11.728,,8.8655,58.70,2400.0,0,0.7994,0.002381,0.0019,0.8007,0.351335,0.2813,1.1051,0.246910,0.2729,1.8061,0.267405,0.4830,3.3141,0.000000,0.0000,3.3132,0.000000,0.0000,3.3258,0.163956,0.5453,3.7285,0.001952,0.0073,0.0000,,,1.1033,0.158101,0.1744,0.6011,0.007843,0.0047,5.1268,,,5.0371,0.011600,0.0584,0.8736,8.054859,7.0363
1778782688.428,2026-05-14T20:18:08.427,inference,fp32,11.979,,8.6408,57.60,2400.0,0,0.7997,0.002137,0.0017,0.7996,0.354263,0.2833,1.1073,0.246910,0.2734,1.8066,0.272284,0.4919,3.3141,0.000000,0.0000,3.3141,0.000000,0.0000,3.3100,0.165908,0.5492,3.7415,0.000000,0.0000,0.0000,,,1.1029,0.180547,0.1991,0.6004,0.008333,0.0050,5.1282,,,5.0237,0.011600,0.0583,0.8736,7.760170,6.7789
1778782688.680,2026-05-14T20:18:08.679,inference,fp32,12.232,,9.0617,57.10,2400.0,0,0.8003,0.002442,0.0020,0.7993,0.335720,0.2683,1.1059,0.257646,0.2849,1.8095,0.298635,0.5404,3.3141,0.000000,0.0000,3.3141,0.000000,0.0000,3.3184,0.162980,0.5408,3.7267,0.000000,0.0000,0.0000,,,1.1051,0.290827,0.3214,0.6000,0.014216,0.0085,5.0170,,,5.1349,0.011233,0.0577,0.8727,8.063790,7.0376
1778782688.932,2026-05-14T20:18:08.931,inference,fp32,12.483,,5.7347,57.60,2400.0,0,0.7997,0.002442,0.0020,0.7996,0.362070,0.2895,1.1048,0.369878,0.4086,1.8032,0.286923,0.5174,3.3141,0.000000,0.0000,3.3141,0.000000,0.0000,3.3082,0.164932,0.5456,3.7406,0.000000,0.0000,0.0000,,,1.1077,0.298635,0.3308,0.6037,0.031373,0.0189,5.1108,,,5.0371,0.011722,0.0590,0.8730,4.081010,3.5628
1778782689.188,2026-05-14T20:18:09.187,inference,fp32,12.739,,7.3463,57.10,2400.0,0,0.8003,0.002320,0.0019,0.7996,0.345479,0.2763,1.1073,0.245934,0.2723,1.8066,0.271309,0.4901,3.3123,0.000000,0.0000,3.3141,0.000000,0.0000,3.3119,0.163956,0.5430,3.7415,0.000000,0.0000,0.0000,,,1.1077,0.149317,0.1654,0.6000,0.006863,0.0041,5.0009,,,5.1067,0.011355,0.0580,0.8730,6.340300,5.5352
1778782689.439,2026-05-14T20:18:09.439,inference,fp32,12.991,,4.4449,56.50,2400.0,0,0.8006,0.002442,0.0020,0.8004,0.415746,0.3327,1.1044,0.248862,0.2748,1.8032,0.268381,0.4839,3.3141,0.000000,0.0000,3.3141,0.000000,0.0000,3.3137,0.164932,0.5465,3.7230,0.000000,0.0000,0.0000,,,1.1106,0.154197,0.1713,0.6037,0.006863,0.0041,5.1121,,,5.1094,0.011111,0.0568,0.8730,2.946900,2.5727
1778782689.687,2026-05-14T20:18:09.686,inference,fp32,13.238,,4.8900,57.60,2400.0,0,0.7997,0.002259,0.0018,0.8029,0.414770,0.3330,1.1055,0.249838,0.2762,1.8247,0.284972,0.5200,3.3141,0.000000,0.0000,3.3132,0.000000,0.0000,3.3091,0.163956,0.5425,3.7415,0.004880,0.0183,0.0000,,,1.1029,0.136630,0.1507,0.5993,0.019118,0.0115,5.1255,,,5.1027,0.011355,0.0579,0.8730,3.411260,2.9781
1778782689.933,2026-05-14T20:18:09.933,inference,fp32,13.485,,9.1316,58.20,2400.0,0,0.8009,0.002259,0.0018,0.8011,0.343527,0.2752,1.1059,0.259597,0.2871,1.8149,0.263501,0.4782,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3110,0.160052,0.5299,3.7267,0.000000,0.0000,0.0000,,,1.1253,0.153221,0.1724,0.5989,0.007353,0.0044,5.0786,,,5.1255,0.010989,0.0563,0.8746,8.376340,7.3262
1778782690.187,2026-05-14T20:18:10.187,inference,fp32,13.739,,5.4961,58.20,2400.0,0,0.7991,0.002320,0.0019,0.8000,0.392324,0.3139,1.1077,0.246910,0.2735,1.8208,0.267405,0.4869,3.3150,0.000000,0.0000,3.3150,0.000000,0.0000,3.3082,0.161028,0.5327,3.7378,0.000000,0.0000,0.0000,,,1.1062,0.167860,0.1857,0.6000,0.009314,0.0056,5.1242,,,5.1295,0.010989,0.0564,0.8746,4.161380,3.6397
1778782690.448,2026-05-14T20:18:10.447,inference,fp32,13.999,,5.4645,57.60,2400.0,0,0.7997,0.002381,0.0019,0.8011,0.314250,0.2517,1.1059,0.258622,0.2860,1.8188,0.261549,0.4757,3.3123,0.000000,0.0000,3.3141,0.000000,0.0000,3.3258,0.162980,0.5420,3.7415,0.000000,0.0000,0.0000,,,1.1055,0.290827,0.3215,0.6037,0.010784,0.0065,5.0558,,,5.1134,0.011233,0.0574,0.8725,4.036360,3.5216
1778782690.704,2026-05-14T20:18:10.703,inference,fp32,14.255,,5.3747,56.50,2400.0,0,0.8006,0.002381,0.0019,0.8011,0.416722,0.3338,1.1048,0.265453,0.2933,1.8066,0.279116,0.5042,3.3132,0.000061,0.0002,3.3159,0.000000,0.0000,3.3258,0.162004,0.5388,3.7415,0.000000,0.0000,0.0000,,,1.1066,0.349383,0.3866,0.6000,0.022059,0.0132,5.1255,,,5.0357,0.011600,0.0584,0.8733,3.714880,3.2441
1778782690.947,2026-05-14T20:18:10.947,inference,fp32,14.499,,4.9138,56.50,2400.0,0,0.7997,0.002320,0.0019,0.8011,0.327912,0.2627,1.1073,0.246910,0.2734,1.8007,0.270333,0.4868,3.3123,0.000000,0.0000,3.3141,0.000000,0.0000,3.3091,0.160052,0.5296,3.7415,0.000000,0.0000,0.0000,,,1.1081,0.381589,0.4228,0.6037,0.003431,0.0021,5.1027,,,5.1322,0.011600,0.0595,0.8725,3.295170,2.8750
1778782691.194,2026-05-14T20:18:11.193,inference,fp32,14.746,,6.7779,56.50,2400.0,0,0.7997,0.002381,0.0019,0.8000,0.315225,0.2522,1.1070,0.275212,0.3046,1.8095,0.285948,0.5174,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3184,0.161028,0.5344,3.7267,0.001952,0.0073,0.0000,,,1.1088,0.043917,0.0487,0.6037,0.002451,0.0015,5.1188,,,5.0330,0.011233,0.0565,0.8719,5.795570,5.0534
1778782691.447,2026-05-14T20:18:11.447,inference,fp32,14.999,,8.4104,57.10,2400.0,0,0.7991,0.002442,0.0020,0.8007,0.324985,0.2602,1.1077,0.248862,0.2757,1.8032,0.269357,0.4857,3.3123,0.000000,0.0000,3.3150,0.000000,0.0000,3.3072,0.164932,0.5455,3.7341,0.000976,0.0036,0.0000,,,1.1253,0.143462,0.1614,0.5993,0.006863,0.0041,5.1335,,,5.1148,0.011233,0.0575,0.8725,7.581570,6.6148
1778782691.698,2026-05-14T20:18:11.697,inference,fp32,15.249,,8.3151,57.10,2400.0,0,0.7997,0.002137,0.0017,0.8004,0.350359,0.2804,1.1077,0.245934,0.2724,1.8090,0.275212,0.4979,3.3150,0.000000,0.0000,3.3141,0.000000,0.0000,3.3258,0.175667,0.5842,3.7415,0.000000,0.0000,0.0000,,,1.1081,0.184451,0.2044,0.6037,0.009314,0.0056,5.0317,,,5.1402,0.011722,0.0603,0.8719,7.349390,6.4082
1778782691.943,2026-05-14T20:18:11.943,inference,fp32,15.495,,4.6672,57.10,2400.0,0,0.8006,0.002320,0.0019,0.8007,0.307418,0.2462,1.1040,0.259597,0.2866,1.8168,0.257646,0.4681,3.3141,0.000000,0.0000,3.3150,0.000000,0.0000,3.3072,0.162004,0.5358,3.7258,0.000000,0.0000,0.0000,,,1.1136,0.088810,0.0989,0.6018,0.000980,0.0006,5.0960,,,5.1027,0.011722,0.0598,0.8727,3.402330,2.9694
1778782692.194,2026-05-14T20:18:12.193,inference,fp32,15.746,,5.7191,57.10,2400.0,0,0.7997,0.002381,0.0019,0.7996,0.397203,0.3176,1.1070,0.247886,0.2744,1.8051,0.264477,0.4774,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3063,0.162004,0.5356,3.7202,0.000000,0.0000,0.0000,,,1.1026,0.100521,0.1108,0.5989,0.002451,0.0015,5.0116,,,5.1067,0.011722,0.0599,0.8719,4.518580,3.9399
1778782692.446,2026-05-14T20:18:12.445,inference,fp32,15.997,,5.1204,56.50,2400.0,0,0.7997,0.002503,0.0020,0.7993,0.377685,0.3019,1.1073,0.246910,0.2734,1.8051,0.274236,0.4950,3.3132,0.000000,0.0000,3.3150,0.000000,0.0000,3.3128,0.166884,0.5529,3.7285,0.000000,0.0000,0.0000,,,1.1015,0.170788,0.1881,0.6018,0.011765,0.0071,5.1108,,,5.1121,0.011722,0.0599,0.8722,3.714880,3.2402
1778782692.701,2026-05-14T20:18:12.700,inference,fp32,16.253,,5.1575,56.00,2400.0,0,0.7997,0.002503,0.0020,0.8000,0.408915,0.3271,1.1062,0.245934,0.2721,1.7958,0.287899,0.5170,3.3141,0.000000,0.0000,3.3141,0.000000,0.0000,3.3119,0.163956,0.5430,3.7220,0.001952,0.0073,0.0000,,,1.1084,0.164932,0.1828,0.5996,0.005392,0.0032,5.1121,,,5.1322,0.011111,0.0570,0.8717,3.723810,3.2459
1778782692.956,2026-05-14T20:18:12.956,inference,fp32,16.508,,5.0158,56.50,2400.0,0,0.7994,0.002259,0.0018,0.8000,0.419650,0.3357,1.1070,0.247886,0.2744,1.7988,0.294731,0.5302,3.3150,0.000000,0.0000,3.3141,0.000000,0.0000,3.3128,0.161028,0.5335,3.7267,0.000976,0.0036,0.0000,,,1.1062,0.323033,0.3573,0.6018,0.018137,0.0109,5.0062,,,5.1282,0.011966,0.0614,0.8727,3.330890,2.9070
1778782693.216,2026-05-14T20:18:13.216,inference,fp32,16.768,,5.2477,57.10,2400.0,0,0.7994,0.002442,0.0020,0.7996,0.415746,0.3324,1.1055,0.249838,0.2762,1.8061,0.268381,0.4847,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3110,0.168836,0.5590,3.7220,0.000976,0.0036,0.0000,,,1.1044,0.190306,0.2102,0.6037,0.007843,0.0047,5.1349,,,5.0156,0.010501,0.0527,0.8733,3.804180,3.3221
1778782693.472,2026-05-14T20:18:13.472,inference,fp32,17.024,,5.4228,57.60,2400.0,0,0.7994,0.002320,0.0019,0.7996,0.337672,0.2700,1.1055,0.247886,0.2740,1.8066,0.298635,0.5395,3.3123,0.000000,0.0000,3.3150,0.000000,0.0000,3.3082,0.162980,0.5392,3.7397,0.000976,0.0036,0.0000,,,1.1066,0.400131,0.4428,0.6004,0.009804,0.0059,5.0223,,,5.1389,0.011477,0.0590,0.8722,3.768460,3.2869
1778782693.721,2026-05-14T20:18:13.720,inference,fp32,17.273,,5.4468,57.10,2400.0,0,0.8003,0.002442,0.0020,0.8015,0.329864,0.2644,1.1073,0.247886,0.2745,1.8168,0.291803,0.5302,3.3141,0.000000,0.0000,3.3150,0.000000,0.0000,3.3045,0.166884,0.5515,3.7406,0.002928,0.0110,0.0000,,,1.1015,0.333768,0.3676,0.6037,0.010784,0.0065,5.1322,,,5.1456,0.010745,0.0553,0.8711,3.884550,3.3840
1778782693.971,2026-05-14T20:18:13.971,inference,fp32,17.523,,7.3562,56.00,2400.0,0,0.7997,0.002320,0.0019,0.8022,0.360118,0.2889,1.1062,0.246910,0.2731,1.8090,0.287899,0.5208,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3416,0.166884,0.5577,3.7267,0.002928,0.0109,0.0000,,,1.1077,0.307418,0.3405,0.6004,0.020098,0.0121,5.1188,,,5.0545,0.012210,0.0617,0.8722,6.063470,5.2886
1778782694.219,2026-05-14T20:18:14.218,inference,fp32,17.771,,5.3513,56.50,2400.0,0,0.8000,0.002442,0.0020,0.7996,0.416722,0.3332,1.1073,0.247886,0.2745,1.8188,0.295707,0.5378,3.3150,0.000000,0.0000,3.3132,0.000000,0.0000,3.3137,0.164932,0.5465,3.7415,0.000000,0.0000,0.0000,,,1.1055,0.412818,0.4564,0.6040,0.024020,0.0145,5.0237,,,5.1443,0.011111,0.0572,0.8717,3.589860,3.1292
1778782694.471,2026-05-14T20:18:14.471,inference,fp32,18.023,,5.4002,57.60,2400.0,0,0.8000,0.002442,0.0020,0.8000,0.418674,0.3349,1.1044,0.247886,0.2738,1.8066,0.273260,0.4937,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3100,0.167860,0.5556,3.7258,0.000976,0.0036,0.0000,,,1.1040,0.418674,0.4622,0.6018,0.024510,0.0148,5.0183,,,5.1523,0.011722,0.0604,0.8717,3.670230,3.1992
1778782694.718,2026-05-14T20:18:14.718,inference,fp32,18.270,,8.9191,58.20,2400.0,0,0.7997,0.002259,0.0018,0.8000,0.350359,0.2803,1.1077,0.247886,0.2746,1.8168,0.272284,0.4947,3.3132,0.000000,0.0000,3.3141,0.000000,0.0000,3.3026,0.165908,0.5479,3.7220,0.000000,0.0000,0.0000,,,1.1033,0.163956,0.1809,0.6004,0.005882,0.0035,5.0263,,,5.1429,0.011600,0.0597,0.8717,8.117370,7.0757
